window_index,window_seconds,window_start_timestamp,window_end_timestamp,request_count,inter_arrival_count,gamma,alpha,beta
151,3600.0,7542014.0,7545614.0,4262,2146,0.023155146535576775,0.023155146535576775,55.503070623326664
152,3600.0,7545614.0,7549214.0,5176,2423,5.828515454487184,5.828515454487184,0.18332457377452738
153,3600.0,7549214.0,7552814.0,0,0,,,
154,3600.0,7552814.0,7556414.0,6107,1742,3.5776960262925197,3.5776960262925197,0.3412839782858621
155,3600.0,7556414.0,7560014.0,7700,1907,0.22068456180466695,0.22068456180466695,5.344004431964521
156,3600.0,7560014.0,7563614.0,4679,2194,0.015586410793069664,0.015586410793069664,103.3144090578781
157,3600.0,7563614.0,7567214.0,10319,2813,0.15766042397590452,0.15766042397590452,8.110507225429373
158,3600.0,7567214.0,7570814.0,15341,3140,2.0647116030352124,2.0647116030352124,0.5551275743615304
159,3600.0,7570814.0,7574414.0,9352,3373,13.112670680941292,13.112670680941292,0.08137188023784456
160,3600.0,7574414.0,7578014.0,7877,2986,4.956649600856,4.956649600856,0.24316654529510198
161,3600.0,7578014.0,7581614.0,14789,3193,5.321029419134761,5.321029419134761,0.21182990333728735
162,3600.0,7581614.0,7585214.0,11413,3168,5.5700236989251755,5.5700236989251755,0.20390080628408833
163,3600.0,7585214.0,7588814.0,8747,3204,6.255110334153585,6.255110334153585,0.1795785103297149
164,3600.0,7588814.0,7592414.0,9430,3045,2.8411533333889296,2.8411533333889296,0.41600627067087637
165,3600.0,7592414.0,7596014.0,12964,3236,6.758151202717063,6.758151202717063,0.16456801453225614
166,3600.0,7596014.0,7599614.0,11286,3009,3.4257127355651593,3.4257127355651593,0.34885628616560255
167,3600.0,7599614.0,7603214.0,9611,2642,0.5153436666362629,0.5153436666362629,2.642599829411445
168,3600.0,7603214.0,7606814.0,1,0,,,
