window_index,window_seconds,window_start_timestamp,window_end_timestamp,request_count,inter_arrival_count,gamma,alpha,beta
218,1200.0,2898310.0,2899510.0,320,38,3.7691331579314995,3.7691331579314995,7.945425955045788
219,1200.0,2899510.0,2900710.0,380,43,3.6582496357347027,3.6582496357347027,7.291579651669676
220,1200.0,2900710.0,2901910.0,507,53,2.23832128189694,2.23832128189694,9.137575715379793
221,1200.0,2901910.0,2903110.0,0,0,,,
222,1200.0,2903110.0,2904310.0,4,3,15.142396127470755,15.142396127470755,6.031630170316301
223,1200.0,2904310.0,2905510.0,2,1,,,
224,1200.0,2905510.0,2906710.0,0,0,,,
225,1200.0,2906710.0,2907910.0,0,0,,,
226,1200.0,2907910.0,2909110.0,0,0,,,
227,1200.0,2909110.0,2910310.0,0,0,,,
228,1200.0,2910310.0,2911510.0,0,0,,,
229,1200.0,2911510.0,2912710.0,0,0,,,
230,1200.0,2912710.0,2913910.0,0,0,,,
231,1200.0,2913910.0,2915110.0,0,0,,,
232,1200.0,2915110.0,2916310.0,0,0,,,
233,1200.0,2916310.0,2917510.0,0,0,,,
234,1200.0,2917510.0,2918710.0,0,0,,,
235,1200.0,2918710.0,2919910.0,0,0,,,
236,1200.0,2919910.0,2921110.0,0,0,,,
237,1200.0,2921110.0,2922310.0,0,0,,,
238,1200.0,2922310.0,2923510.0,0,0,,,
239,1200.0,2923510.0,2924710.0,1,0,,,
240,1200.0,2924710.0,2925910.0,2,1,,,
241,1200.0,2925910.0,2927110.0,7,6,0.25245940250924254,0.25245940250924254,323.48435374149653
242,1200.0,2927110.0,2928310.0,1,0,,,
243,1200.0,2928310.0,2929510.0,6,5,1.2454278767376712,1.2454278767376712,49.300325732899026
244,1200.0,2929510.0,2930710.0,11,10,0.7393536589654324,0.7393536589654324,98.05862068965517
245,1200.0,2930710.0,2931910.0,2,1,,,
246,1200.0,2931910.0,2933110.0,0,0,,,
247,1200.0,2933110.0,2934310.0,4,3,1.9550543299308532,1.9550543299308532,161.97333333333333
248,1200.0,2934310.0,2935510.0,2,1,,,
249,1200.0,2935510.0,2936710.0,3,2,2209.0,2209.0,0.0425531914893617
250,1200.0,2936710.0,2937910.0,3,2,4.9435264825713,4.9435264825713,42.27751196172249
251,1200.0,2937910.0,2939110.0,0,0,,,
252,1200.0,2939110.0,2940310.0,0,0,,,
253,1200.0,2940310.0,2941510.0,0,0,,,
254,1200.0,2941510.0,2942710.0,0,0,,,
255,1200.0,2942710.0,2943910.0,0,0,,,
256,1200.0,2943910.0,2945110.0,0,0,,,
257,1200.0,2945110.0,2946310.0,0,0,,,
258,1200.0,2946310.0,2947510.0,0,0,,,
259,1200.0,2947510.0,2948710.0,0,0,,,
260,1200.0,2948710.0,2949910.0,0,0,,,
261,1200.0,2949910.0,2951110.0,0,0,,,
262,1200.0,2951110.0,2952310.0,0,0,,,
263,1200.0,2952310.0,2953510.0,0,0,,,
264,1200.0,2953510.0,2954710.0,0,0,,,
265,1200.0,2954710.0,2955910.0,0,0,,,
266,1200.0,2955910.0,2957110.0,0,0,,,
267,1200.0,2957110.0,2958310.0,0,0,,,
268,1200.0,2958310.0,2959510.0,0,0,,,
269,1200.0,2959510.0,2960710.0,0,0,,,
270,1200.0,2960710.0,2961910.0,0,0,,,
271,1200.0,2961910.0,2963110.0,0,0,,,
272,1200.0,2963110.0,2964310.0,0,0,,,
273,1200.0,2964310.0,2965510.0,0,0,,,
274,1200.0,2965510.0,2966710.0,0,0,,,
275,1200.0,2966710.0,2967910.0,0,0,,,
276,1200.0,2967910.0,2969110.0,0,0,,,
277,1200.0,2969110.0,2970310.0,0,0,,,
278,1200.0,2970310.0,2971510.0,0,0,,,
279,1200.0,2971510.0,2972710.0,0,0,,,
280,1200.0,2972710.0,2973910.0,0,0,,,
281,1200.0,2973910.0,2975110.0,0,0,,,
282,1200.0,2975110.0,2976310.0,14,13,0.33442074513760456,0.33442074513760456,132.0308228357009
283,1200.0,2976310.0,2977510.0,0,0,,,
284,1200.0,2977510.0,2978710.0,2,1,,,
285,1200.0,2978710.0,2979910.0,2,1,,,
286,1200.0,2979910.0,2981110.0,0,0,,,
287,1200.0,2981110.0,2982310.0,0,0,,,
288,1200.0,2982310.0,2983510.0,0,0,,,
289,1200.0,2983510.0,2984710.0,0,0,,,
290,1200.0,2984710.0,2985910.0,0,0,,,
291,1200.0,2985910.0,2987110.0,0,0,,,
292,1200.0,2987110.0,2988310.0,0,0,,,
293,1200.0,2988310.0,2989510.0,0,0,,,
294,1200.0,2989510.0,2990710.0,0,0,,,
295,1200.0,2990710.0,2991910.0,0,0,,,
296,1200.0,2991910.0,2993110.0,0,0,,,
297,1200.0,2993110.0,2994310.0,74,73,0.33512854788033675,0.33512854788033675,33.80424375942092
298,1200.0,2994310.0,2995510.0,7,6,2.7491710794387747,2.7491710794387747,47.711351122405766
299,1200.0,2995510.0,2996710.0,7,6,4.366287379577897,4.366287379577897,18.513058419243983
300,1200.0,2996710.0,2997910.0,6,5,0.4143362729171501,0.4143362729171501,199.8376811594203
301,1200.0,2997910.0,2999110.0,0,0,,,
302,1200.0,2999110.0,3000310.0,0,0,,,
303,1200.0,3000310.0,3001510.0,0,0,,,
304,1200.0,3001510.0,3002710.0,0,0,,,
305,1200.0,3002710.0,3003910.0,0,0,,,
306,1200.0,3003910.0,3005110.0,0,0,,,
307,1200.0,3005110.0,3006310.0,0,0,,,
308,1200.0,3006310.0,3007510.0,0,0,,,
309,1200.0,3007510.0,3008710.0,0,0,,,
310,1200.0,3008710.0,3009910.0,0,0,,,
311,1200.0,3009910.0,3011110.0,0,0,,,
312,1200.0,3011110.0,3012310.0,0,0,,,
313,1200.0,3012310.0,3013510.0,0,0,,,
314,1200.0,3013510.0,3014710.0,0,0,,,
315,1200.0,3014710.0,3015910.0,0,0,,,
316,1200.0,3015910.0,3017110.0,0,0,,,
317,1200.0,3017110.0,3018310.0,0,0,,,
318,1200.0,3018310.0,3019510.0,0,0,,,
319,1200.0,3019510.0,3020710.0,0,0,,,
320,1200.0,3020710.0,3021910.0,0,0,,,
321,1200.0,3021910.0,3023110.0,0,0,,,
322,1200.0,3023110.0,3024310.0,0,0,,,
323,1200.0,3024310.0,3025510.0,0,0,,,
324,1200.0,3025510.0,3026710.0,0,0,,,
325,1200.0,3026710.0,3027910.0,0,0,,,
326,1200.0,3027910.0,3029110.0,0,0,,,
327,1200.0,3029110.0,3030310.0,0,0,,,
328,1200.0,3030310.0,3031510.0,0,0,,,
329,1200.0,3031510.0,3032710.0,0,0,,,
330,1200.0,3032710.0,3033910.0,0,0,,,
331,1200.0,3033910.0,3035110.0,0,0,,,
332,1200.0,3035110.0,3036310.0,0,0,,,
333,1200.0,3036310.0,3037510.0,0,0,,,
334,1200.0,3037510.0,3038710.0,0,0,,,
335,1200.0,3038710.0,3039910.0,0,0,,,
336,1200.0,3039910.0,3041110.0,0,0,,,
337,1200.0,3041110.0,3042310.0,0,0,,,
338,1200.0,3042310.0,3043510.0,0,0,,,
339,1200.0,3043510.0,3044710.0,0,0,,,
340,1200.0,3044710.0,3045910.0,0,0,,,
341,1200.0,3045910.0,3047110.0,0,0,,,
342,1200.0,3047110.0,3048310.0,0,0,,,
343,1200.0,3048310.0,3049510.0,0,0,,,
344,1200.0,3049510.0,3050710.0,0,0,,,
345,1200.0,3050710.0,3051910.0,0,0,,,
346,1200.0,3051910.0,3053110.0,0,0,,,
347,1200.0,3053110.0,3054310.0,0,0,,,
348,1200.0,3054310.0,3055510.0,0,0,,,
349,1200.0,3055510.0,3056710.0,0,0,,,
350,1200.0,3056710.0,3057910.0,0,0,,,
351,1200.0,3057910.0,3059110.0,0,0,,,
352,1200.0,3059110.0,3060310.0,0,0,,,
353,1200.0,3060310.0,3061510.0,0,0,,,
354,1200.0,3061510.0,3062710.0,0,0,,,
355,1200.0,3062710.0,3063910.0,1630,262,14.54026909228714,14.54026909228714,0.07271199052002165
356,1200.0,3063910.0,3065110.0,6194,393,0.033564554616114135,0.033564554616114135,78.00850154674727
357,1200.0,3065110.0,3066310.0,0,0,,,
358,1200.0,3066310.0,3067510.0,0,0,,,
359,1200.0,3067510.0,3068710.0,0,0,,,
360,1200.0,3068710.0,3069910.0,1,0,,,
361,1200.0,3069910.0,3071110.0,0,0,,,
362,1200.0,3071110.0,3072310.0,0,0,,,
363,1200.0,3072310.0,3073510.0,0,0,,,
364,1200.0,3073510.0,3074710.0,0,0,,,
365,1200.0,3074710.0,3075910.0,0,0,,,
366,1200.0,3075910.0,3077110.0,0,0,,,
367,1200.0,3077110.0,3078310.0,0,0,,,
368,1200.0,3078310.0,3079510.0,0,0,,,
369,1200.0,3079510.0,3080710.0,69,25,0.0923941277201624,0.0923941277201624,42.4269387755102
370,1200.0,3080710.0,3081910.0,0,0,,,
371,1200.0,3081910.0,3083110.0,0,0,,,
372,1200.0,3083110.0,3084310.0,0,0,,,
373,1200.0,3084310.0,3085510.0,10,0,,,
374,1200.0,3085510.0,3086710.0,590,62,0.15993949526311585,0.15993949526311585,57.884792626728164
375,1200.0,3086710.0,3087910.0,0,0,,,
376,1200.0,3087910.0,3089110.0,0,0,,,
377,1200.0,3089110.0,3090310.0,0,0,,,
378,1200.0,3090310.0,3091510.0,0,0,,,
